@relation 'dataset_recsys-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18,20-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R19,30,37,39,42,48,50,64,67,69-70,72,79-weka.filters.unsupervised.attribute.NominalToString-Cfirst-last-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R69-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R80-weka.filters.unsupervised.attribute.Remove-R79-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R88-weka.filters.unsupervised.attribute.Remove-R3-7,9-10,12,14,18-19,21-24,27,30-35,37-38,40,42,46,48-50,53,55-58,62,67,70,72-74,83,86-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,7,17,18,27,42,44-weka.filters.unsupervised.attribute.Remove-R1-47,50-55,57-60'

@attribute user_count numeric
@attribute movie_count numeric
@attribute imdb_release_date_tweet_diff_minutes string

@data
116,1,19172892
39,738,48313
12,262,270018
239,119,-634
11,380,8005
11,959,61286
11,1208,8006
19,382,231150
61,46,494730
61,12,3606571
8,59,733717
8,95,290198
8,1942,48338
79,133,1459549
79,380,8029
1,796,411232
15,319,18113
32,1470,139074
34,1,?
3,2,4755725
3,2,1308306
35,225,421326
28,644,31088
3,24,2245810
18,4,412692
14,2202,58457
95,58,774087
3,885,31107
14,1360,18147
14,1942,48387
14,738,48388
14,225,421348
14,162,10948
21,120,572549
14,249,441509
14,278,169349
99,121,402630
34,10,219692
163,112,633033
14,15,1005996
56,2002,118960
33,31,1570481
87,602,78643
12,57,1885787
30,486,68568
12,129,1802269
12,51,1409149
73,79,945531
5,6,24061854
6,1470,139137
73,75,854760
1,344,304680
2,4,3344587
14,225,421389
10,581,-42290
8,1470,139149
2,1360,18200
1,1360,18201
95,31,4473501
29,57,1631003
13,1470,139165
26,162,11007
21,959,61409
6,22,1419272
105,15,411333
1,133,1459657
155,15,8306869
45,225,421432
80,2,5753753
22,581,-42241
5,3,22385699
49,2,935520
5,6,2801765
219,4,15652327
40,44,10753388
21,215,562569
54,581,-42228
19,328,8172
13,165,-1907
18,98,2074573
37,40,241394
33,20,4120815
3,2202,58575
3,511,68655
3,1942,48496
4,14,1826843
9,262,270207
5,47,555388
23,1470,139230
6,32,6741631
2,486,68671
11,112,965794
1,395,270217
5,6,5615497
10,644,31238
32,12,3879
44,186,474760
130,1470,139242
10,581,-42195
2,1470,139245
31,1,24272206
48,569,170927
46,1,2165329
34,21,471889
13,12,179572
57,1360,18294
4,10,18991734
60,124,444539
33,581,-42178
31,581,-42178
39,31,4473602
242,1470,139263
70,19,1815365
51,2,857765
18,16,43075746
11,40,958629
10,294,411429
72,70,5149031
1,1842,78791
22,39,5874794
22,119,6724394
93,36,965836
14,215,562638
22,486,68724
211,437,109046
31,3,28913366
69,437,109052
320,42,5380894
9,29,3205056
9,41,3235297
89,8,1227938
26,60,209804
34,232,219885
147,15,2348207
11,20,17245067
1,304,9876591
21,46,4866837
1,23,9720
44,111,1046521
85,16,6600544
14,42,3072606
86,29,280386
41,27,1402147
6,569,171008
43,1058,179649
25,23,562690
57,23,1762210
18,1942,48611
1,1,592932
156,3,39376454
24,1360,18376
7,1942,48617
7,959,61577
7,738,48618
7,581,-42100
7,627,240080
24,328,8302
33,106,492142
22,968,304883
18,249,441746
2,63,1006226
10,1470,139349
7,414,381269
7,1942,48630
2,48,3445530
2,1942,48630
8,1,3305910
10,2202,58711
18,801,139355
32,389,391358
29,94,4645122
19,125,2750089
15,59,794511
30,24,-193316
12,98,915543
27,347,91877
28,27,1268300
11,12,5130441
5,165,976046
4,2202,58773
4,738,48693
27,319,371199
20,3,5683420
37,11,8092488
39,644,31430
51,21,423111
62,120,4917301
67,1360,18487
11,36,7588509
33,6,15259450
3,1,6672671
61,569,171132
61,108,129374
99,319,18497
14,475,189858
32,212,320839
75,21,33458134
37,106,492275
39,348,-1643
167,52,2266365
311,4,1602528
24,1,?
21,139,2064780
6,486,68948
75,30,1238228
17,23,1750888
37,347,92010
168,1105,-1589
18,1360,18571
18,1942,48813
29,86,3388113
3,13,4211868
115,1470,139549
1,4,584519
2,414,381480
13,588,38764
21,1360,18610
17,179,441977
4,1058,179898
21,450,280646
21,147,189987
99,160,21740972
4,67,3445776
19,7,13103918
84,119,6724726
3,474,250428
8,248,310910
230,1208,8572
133,22,5643232
133,248,190013
133,359,240354
25,5,48896
85,10,14967237
37,162,11464
99,437,109389
130,99,-82127
9,2,24282676
29,163,10020917
29,100,11803577
20,54,169880
11,1360,18689
8,27,11358631
15,1105,-1463
19,1470,139657
23,19,?
167,73,1177905
21,873,90706
14,26,4557532
58,1,5382715
41,89,17447036
58,14,10431357
55,1470,139678
196,17,16542659
156,6,9120902
38,508,172806
1,168,231789
21,814,200109
19,11,653769
51,65,414731
2,508,172813
1,1208,8656
26,581,-41741
58,25,5482043
5,673,354203
39,8,1297410
128,23,5663555
14,1208,8682
9,1105,-1387
19,508,172853
40,430,411898
145,355,180061
68,248,311042
145,6,18727203
41,89,17447105
2,42,4657026
41,22,12669187
31,347,92230
41,36,8294470
41,136,12016872
41,66,9295212
41,968,305292
41,59,734413
128,7,3002426
7,3,2498496
10,8,27278016
27,150,502656
10,9,11054977
15,347,92258
21,49,976422
79,8,4101222
4,885,31785
4,659,38985
78,347,92269
78,581,-41650
8,129,1802933
6,346,908755
8,11,8012276
23,2,954840
23,1942,49081
24,19,2066525
133,581,-41633
167,43,6853089
99,2,2790850
73,1942,49091
1,1208,8774
11,380,8779
65,30,311133
22,511,69275
1,4,9534397
31,100,839633
161,8,46065733
1,328,8847
118,99,-81872
5,581,-41551
246,27,2186133
111,40,7924544
1,86,7891431
84,1105,-1206
1,1105,-1202
10,1105,-1182
7,1360,18980
9,1470,139944
77,4,9554667
13,119,268
7,88,7962050
10,959,62211
10,873,91012
3,344,305513
48,51,6117354
8,814,200406
79,75,855607
79,50,895930
79,198,2216476
10,12,180318
3,521,381923
31,1470,140007
158,1470,140009
29,67,716010
1,31,2105610
6,56,?
6,187,674256
219,13,30330997
21,1105,-1102
34,1,822529
46,1,230693
23,673,354534
1,1942,49316
23,59,5018698
113,29,878702
46,31,3335403
46,21,1793104
46,18,3668045
1,347,92531
48,133,482777
2,1360,19106
18,23,1794570
225,1,?
41,1105,-1043
138,380,9037
3,1105,-1039
11,121,464104
92,1842,79626
70,63,331571
151,113,523153
5,1376,109875
19,38,3839477
29,79,6581178
140,12,4081398
5,165,-997
1,1842,79645
21,885,32141
131,13,393584
46,129,1803284
149,271,261052
155,99,573600
77,103,6954243
55,627,240908
13,1105,-948
31,252,220759
38,1360,19219
46,67,716181
11,24,5543003
134,1105,-912
134,7,1944469
14,1105,-910
67,18,3668215
60,1105,-897
317,4,4638783
246,1105,-885
20,42,573674
86,23,-9524
23,29,1158319
117,1105,-879
40,17,4182324
247,12,2025206
247,13,1967608
247,395,271229
17,2,845790
33,13,23547464
78,56,?
211,248,190670
167,162,12116
247,4,5875797
31,67,3446460
103,885,32284
21,1360,19328
219,6,39131108
34,1,2681889
21,885,32289
8,1360,19329
8,738,49570
8,1842,79811
21,2202,59651
8,382,232391
21,644,32292
21,1942,49574
21,380,9254
21,1842,79818
21,1105,-819
1,67,15582804
20,1360,19344
14,581,-41130
138,1105,-803
11,17,6631778
11,28,7189058
11,21,7713219
11,885,32319
32,12,1884100
16,1105,-798
1,1105,-790
58,10,14443792
21,1105,-786
119,42,4837620
119,29,3214741
34,15,8308022
44,2202,59703
34,5,-61253
34,1,?
18,328,9312
17,106,3869893
211,1,2439976
33,66,2116036
6,10,6238760
6,16,987083
11,328,9324
11,5,6914127
56,873,91408
7,1470,140371
11,2,3940474
55,57,10038937
29,644,32378
1,1842,79913
45,163,10021679
16,161,150492
1,1,18732196
19,1105,-703
3,1942,49696
13,4,4054281
134,475,190824
47,44,2085869
32,1470,140444
34,33,1380224
34,28,5341725
23,42,19493
15,380,9416
87,738,49737
116,5,10666858
8,43,2936884
25,1105,-646
13,81,795617
17,5,3651197
29,1105,-640
14,1105,-638
55,1470,140483
25,57,1887147
30,659,39689
7,31,2258730
99,10,2257295
12,1360,19536
8,437,110257
7,95,251319
35,968,306047
187,627,241250
7,1105,-608
35,100,674753
138,1105,-600
4,1470,140526
28,959,62767
69,15,2277488
9,380,9491
20,1470,140533
15,1360,19583
95,31,1633823
7,1105,-574
29,581,-40885
8,1470,140557
47,885,32560
13,14,-202217
11,1470,140568
18,1,7118753
18,6,486174
13,474,251396
13,336,705057
13,10,3988197
13,26,936899
5,87,4788900
5,105,9726600
21,10,3988201
13,569,172261
13,48,6443465
14,28,26553005
13,59,9558185
14,7,26342826
13,57,2368207
13,673,355088
23,572,160752
86,252,221174
2,6,2378295
39,380,9563
31,1105,-513
27,347,93089
3,4,926851
48,581,-40828
51,1208,9573
97,1105,-505
2,4,926860
77,546,281682
140,9,1521582
2,1,5423924
69,15,2937045
8,107,483345
4,324,212566
12,25,5099934
12,150,503516
2,69,1894496
2,81,1370337
5,6,1213438
50,430,412800
13,48,6443521
9,1360,19682
15,1842,80163
47,572,160807
1,1360,19690
14,113,523691
22,1842,80172
95,814,201072
63,572,160812
3,1376,110413
34,1,-400786
13,8,3678735
19,738,49935
55,12,1370356
15,1105,-458
73,1105,-453
5,738,49949
5,1360,19709
13,22,2711070
14,23,1795170
51,569,172351
34,57,614432
34,1105,-446
7,2202,60036
23,7,1239397
36,1360,19718
36,1105,-440
4,27,664839
54,1105,-438
1,57,614442
3,271,261582
77,12,1239405
7,1470,140686
8,14,2307827
46,66,2116373
52,61,355196
36,437,110458
2,673,355199
19,31,486300
48,39,3739260
25,1942,49986
38,355,181029
320,1105,-409
53,186,476231
103,103,382637
3,24,4858159
3,113,523760
39,25,937040
7,63,1007600
48,124,446006
38,248,312028
34,71,6040349
9,437,110490
3,968,306274
75,609,312035
119,143,9384099
119,151,7247139
29,202,422980
29,395,271721
67,17,1140101
29,2,3556422
16,202,412907
70,738,50029
1,174,14265713
77,38,15321234
1,161,150834
51,319,372535
24,9,16095895
14,1942,50038
41,3,?
12,5,365342
51,99,604448
25,1208,9729
34,3,?
7,102,10916296
7,32,20076138
7,139,2066059
7,70,5150542
83,14,9575662
7,17,17851342
230,6,5483122
52,72,2307941
22,1360,19850
6,54,1209290
37,1470,140820
36,319,19870
36,602,80354
36,1470,140837
43,83,4757477
29,738,50119
36,347,93319
33,26,132200
36,202,1602441
1,430,413004
6,158,513807
10,885,32852
10,162,12693
10,20,473494
65,2002,120703
2,19,886730
23,192,9878157
81,348,-242
35,873,91919
10,23,675128
5,41,597372
66,48,26029157
1,450,281958
22,389,392900
25,1470,140904
14,486,70347
173,20,171147
11,42,483631
14,486,70352
32,347,93392
84,24,7852115
12,2,8517397
34,1470,140917
1,1208,9878
22,129,251745
101,450,281986
156,165,-187
47,17,696772
13,103,2177095
53,72,2308077
36,8,5322062
32,1,2671025
10,486,70387
2,74,392948
4,437,110714
1,1,139523
5,112,634888
10,1208,9931
191,15,7025551
225,10,14780016
2,94,362688
81,319,20033
2,602,80513
2,1470,140994
7,186,476517
29,51,12690600
3,1360,20042
3,2202,60363
22,106,486603
12,319,20045
55,1,1987095
19,26,1454299
55,5,371360
124,380,9983
55,73,405985
55,100,840807
55,347,93510
33,97,201455
97,1360,20079
21,380,10004
50,55,465044
34,1208,10005
34,5,1844509
16,21,15996829
1,1,1704889
10,1842,80572
98,46,4999553
40,27,1532093
34,6,6481322
34,5,1018023
40,1360,20103
30,20,917223
34,11,765967
2,347,93549
30,22,31502832
18,380,10036
14,1105,-38
5,1105,-36
39,205,558683
98,5,34246045
8,67,423339
6,81,181420
9,15,1864729
113,22,2711511
120,6,342658
20,50,665280
9,1360,20164
16,1360,20169
81,1105,11
1,1105,14
93,86,3389719
93,94,4646900
1,1105,20
35,1105,22
42,1105,23
9,347,93633
58,12,3608677
32,162,12999
11,15,2661162
6,1208,10131
21,1360,20216
110,11,2099581
66,61,2410562
110,20,1424162
1,644,33201
1,380,10163
15,45,1382423
3,1105,89
7,572,161371
28,97,201633
10,348,95
39,5,6746507
8,9,10980120
50,83,2893024
46,1842,80764
22,3,9780550
22,194,233352
22,2,?
22,1,5382854
1,1208,10222
15,1105,151
111,105,9727302
55,35,735949
167,50,3770097
14,9,7902897
28,18,11400603
51,2,11471225
32,1105,189
9,1,3064530
1,194,233430
42,1360,20372
42,885,33332
42,2202,60692
42,1942,50613
42,959,63573
42,738,50614
42,1842,80854
42,581,-40104
25,1360,20377
25,738,50618
22,569,173048
93,12,18305553
34,49,978036
1,1105,283
28,202,1603009
32,99,-80337
95,29,38878862
12,644,33422
104,1105,318
219,3,35674885
219,6,21758666
1,141,554727
40,2202,60820
21,1105,351
16,2002,121348
36,380,10488
317,7,16723129
122,23,8507935
122,19,6323457
122,88,8205478
122,38,112742
122,2,-430135
48,1470,141545
10,119,1874
65,1,33156442
6,1208,10526
83,1105,455
189,13,22128936
10,962,307119
34,1,-251599
70,395,272570
12,959,63842
77,27,937929
34,119,1937
41,801,141621
11,3,102750
95,2,14777795
161,1360,20675
15,2,3105156
31,1360,20677
3,42,20683
13,1208,10604
86,36,834233
21,35,2520534
47,569,173335
8,3,1927197
189,5,6320703
46,194,233764
79,86,7893188
15,1208,10629
173,82,292817
25,46,3145519
77,70,11935222
29,1,3568892
9,32,37810655
36,1208,10657
62,2,141704
6,249,444110
15,21,27205011
73,103,6078775
1,187,675957
24,1105,597
59,112,968283
23,22,1421826
83,2,6169510
247,18,11401031
247,673,356231
74,34,452774
87,21,-333464
219,10,34452558
247,15,5312779
247,6,3891439
247,15,1956080
247,8,4647502
49,95,252563
247,43,6855023
49,1360,20784
36,1360,20786
51,588,40946
9,873,92788
3,84,7533212
38,119,2072
86,475,192152
43,105,9727775
43,659,40958
30,62,12943300
34,106,494563
7,336,706244
7,19,7389287
9,1360,20807
134,801,141772
33,66,988494
5,1105,663
5,1360,20826
5,738,51067
131,14,1001478
10,73,2671889
34,1,23399189
161,1208,10776
246,32,1663897
74,6,21763359
80,39,?
12,22,726405
10,581,-39611
33,2,15332390
9,6,153351
7,55,4718153
50,1208,10800
31,1105,726
7,347,94328
9,7,2239933
133,165,735
1,7,2239939
22,237,202279
104,202,424104
104,86,2359405
37,382,233965
1,25,25704746
15,659,41070
173,49,1159951
191,4,5091092
15,2202,61232
12,151,526352
85,1105,755
13,1105,761
83,1208,10842
83,1105,763
1,1208,10843
16,1376,111646
56,1668,103007
56,319,20927
74,14,38072869
32,26,3488398
8,1105,779
30,4,19354390
104,194,234019
47,39,907999
1,160,21743300
25,1360,20963
6,294,293065
51,3,3407791
86,32,424171
31,1105,813
110,33,6767374
26,161,152014
88,24,8740117
1,268,152019
63,1105,821
1,1105,822
88,26,10947705
9,1208,10909
9,885,33949
9,1942,51230
34,1208,10912
10,84,787013
10,46,4869473
246,50,19316934
21,508,175078
110,8,5060948
7,1842,81489
104,1105,856
9,1105,857
3,1105,860
1,1470,141984
4,1942,51272
53,31,4476332
56,602,81513
5,9,1643913
11,328,10955
55,14,20924075
22,414,383918
19,1470,142002
95,1208,10963
17,4,8763227
95,41,3238008
161,1,27647390
191,6,10605053
191,31,10453854
10,27,1554654
4,1470,142015
10,61,2843395
39,124,447296
15,18,4990438
6,12,?
6,2,?
6,58,7462980
9,11,666181
9,3,2541062
2,1105,903
15,103,6956104
56,1842,81545
15,58,5433967
15,59,9559628
26,1105,912
16,165,916
13,14,?
34,2,6967642
26,23,13295003
9,1105,924
33,2,4083325
51,1,38778629
9,581,-39390
31,80,2188293
6,292,444454
13,1105,934
9,99,-79703
26,486,71500
4,14,182380
2,338,262960
1,31,487664
15,43,1150065
13,738,51347
85,1105,947
59,113,525108
50,8,4839351
30,202,414234
14,1,877855
86,4,?
16,1105,957
14,31,2260318
287,26,101759
12,344,307620
39,83,1482722
34,29,12452583
34,14,6331203
15,1105,964
116,7,736745
1,29,1160168
15,1470,142089
32,85,6169870
53,324,214034
1,165,975
3,42,4659381
22,164,3559222
9,1058,182422
10,16,9526584
19,1470,142105
10,1376,111867
1,29,1160187
25,92,304768
10,8,?
24,1058,182430
25,581,-39322
131,1,36193958
1,1105,1000
15,508,175240
14,59,696520
19,46,2692370
19,136,1694450
8,2202,61494
81,48,1855676
29,486,71577
13,319,21178
28,119,6727261
3,1105,1022
2,8,5051042
69,572,162304
242,437,111905
57,18,3065347
3,1842,81668
287,92,304808
38,64,404235
51,2,153677
21,968,307697
8,22,22639
31,31,4133840
14,21,-333039
9,627,242902
64,1470,142163
27,1470,142169
44,1208,11131
51,1668,103293
13,33,11915554
18,1842,81697
37,29,1160261
38,165,1062
36,581,-39257
230,4,8851305
39,37,1154506
12,1208,11149
21,375,212689
30,142,1220749
51,32,424430
6,1105,1071
5,14,1543312
14,486,71633
9,1105,1073
11,94,4647955
34,37,274617
191,13,19505878
11,3,2168279
39,1,6967803
25,236,61565
54,141,555488
95,72,466211
29,86,7893731
11,1470,142213
17,572,162373
17,324,214154
17,609,313514
17,962,307755
21,1105,1096
17,304,434536
10,1470,142217
23,885,34219
19,2202,61582
32,57,1243823
21,1360,21266
5,65,4466491
5,21,15998012
5,64,1069594
5,97,10585114
44,113,525274
5,31,23732315
3,338,263138
129,106,3871782
11,4,2823524
97,3,25523624
18,314,51529
2,54,1503055
10,46,4869776
2,962,307797
2,112,968818
53,46,4869778
14,4,1081139
1,174,14267219
246,39,1261081
65,375,212761
25,380,11224
1,163,10023547
22,23,1986909
320,199,2642111
4,29,1160352
43,359,243017
1,1360,21318
37,1105,1162
24,49,1160369
99,23,2944471
11,212,323672
29,1360,21333
31,1105,1173
191,86,1311516
9,182,113499
5,1105,1180
38,348,1180
9,1470,142301
173,151,526785
8,5,-452414
58,1105,1187
337,105,627591
105,1376,112071
337,4,2018632
337,95,29621932
337,32,37811273
14,581,-39124
60,25,1160395
60,18,1865942
85,249,444728
17,1105,1209
337,29,857952
337,9,978972
79,13,1888992
337,6,3881953
337,11,4002913
107,14,3025213
337,5,1896194
107,30,6049155
107,46,1039455
337,43,2938757
337,248,1593857
46,103,384261
2,8,7793069
5,73,1503152
33,437,112113
161,1,44978134
70,1105,1237
2,348,1241
167,55,2228921
15,68,9103421
88,1105,1243
65,1470,142364
9,119,2686
74,40,15174528
1,572,162540
8,3,1661581
28,1105,1263
5,1,8942225
6,1360,21430
39,61,394391
30,1105,1273
10,1058,182713
38,319,21434
10,475,192794
10,627,243135
10,1101,91996
10,814,202817
10,375,212897
10,738,51678
10,415,182719
2,125,414561
91,147,1724963
71,44,13753290
65,34,5477553
34,1470,142415
5,1,447700
1,2,1251161
57,48,3448602
32,248,192822
28,389,394422
189,1105,1306
189,1105,1311
35,1,?
83,19,427554
29,355,182759
6,187,676679
173,81,182760
22,1105,1322
39,1360,21482
35,738,51723
81,9,10678933
33,73,122294
73,112,364156
20,48,3448637
45,2,22491257
77,198,2218941
27,1105,1343
247,103,6079523
73,108,465032
43,1105,1354
94,215,565838
196,375,212979
1,437,112239
15,328,11441
99,14,1200885
2,5,-452221
11,1208,11459
12,1105,1382
31,27,1533549
32,18,414672
95,475,192912
2,160,21743895
63,1105,1398
9,873,93560
8,1105,1402
23,66,3489022
26,143,9385885
3,2,1405
26,57,3368065
31,1470,142527
15,262,273509
118,12,-312570
3,1105,1412
33,65,495334
2,1105,1415
33,6,16028558
10,1105,1421
94,22,5494963
29,4,436305
7,2,9606226
6,1208,11506
30,27,2188787
10,14,2309687
29,58,5434487
91,43,6855829
41,1105,1430
60,1360,21603
2,1208,11523
10,1,1350664
472,627,243306
8,1105,1450
41,1105,1453
15,31,1635856
120,644,34580
99,33,2561781
12,2,7061722
41,6,10192285
41,12,3015389
3,165,1478
32,1105,1479
19,27,194441
2,1105,1490
69,3,?
68,14,384537
16,1360,21659
1,1208,11580
40,165,1502
118,21,7907106
32,72,466628
13,1105,1509
113,99,576069
95,71,565993
21,13,596242
111,105,9728665
149,450,283710
3,1208,11611
3,22,3025532
33,486,72095
6,1105,1536
3,47,2420680
3,248,1594181
39,1105,1544
9,2,2662667
17,959,64910
9,1105,1553
14,11,11638
2,44,10756860
2,20,17674624
14,17,112448
111,31,5162530
14,10,194532
11,581,-38747
111,87,4791015
5,1105,1575
19,40,5837897
27,13,596297
27,100,842478
62,319,21743
51,7,5940144
1,21,38547445
7,1360,21747
4,1470,142712
167,25,5676637
5,885,34718
47,232,223307
1,59,213228
57,249,445130
2,1208,11694
1,248,193141
45,8,6523321
118,31,7198682
118,5,1673463
118,6,3821946
15,1208,11707
118,9,7581727
9,1942,52028
118,1,6232509
32,1105,1630
113,304,435074
7,60,1358057
5,546,283819
2,1842,82279
56,1208,11730
14,11,888632
10,56,1261593
141,2,2864318
141,1,2269659
141,9,-482180
141,1,426462
17,885,34788
19,1101,92392
19,1105,1673
4,138,-227345
66,27,1533836
34,1,?
16,801,142821
10,1058,183159
8,344,308379
7,1208,11800
1,1,2492927
3,10,808068
17,474,253673
61,38,114054
1,1105,1738
10,382,234961
14,1470,142862
39,5,-116337
2,968,308409
40,437,112630
31,182,114072
16,21,475525
16,14,528808
287,486,72331
3,12,7533
48,375,213408
2,346,911871
1,346,911872
247,1360,21953
3,1208,11879
3,324,214859
15,483,324308
48,37,3650780
45,1470,142940
14,382,235045
53,49,3191430
16,64,1937134
34,1360,22009
11,15,1443296
1,1105,1861
17,28,835565
12,1470,142985
15,271,263888
23,1105,1872
39,26,4235481
53,8,10353983
60,59,213508
25,79,6584073
10,1105,1905
35,215,566386
31,182,114227
7,1470,143039
25,41,3239042
8,5,10747143
311,1105,1923
80,108,132968
41,19,-149329
43,21,1201450
83,23,1997770
10,1105,1931
45,1105,1932
75,85,6170832
9,105,465613
38,1470,143057
39,1105,1940
66,1105,1946
1,1105,1950
9,572,163233
3,1105,1956
36,1105,1967
16,5,6676309
4,146,989810
161,380,12052
158,21,1898397
163,569,174777
82,521,385018
140,1105,1988
39,29,3217510
11,1105,1991
7,380,12072
32,2,23825294
32,27,29814256
111,84,788179
32,7,27717620
32,4,27180501
12,6,196405
120,31,8267550
15,6,3056253
16,1105,2014
5,508,176254
225,1,?
87,99,-78623
12,34,4749697
31,100,6987464
35,796,415304
45,1105,2026
23,1360,22188
22,18,1493871
15,104,19819258
7,199,2642999
45,58,144604
34,1,15084545
41,627,243910
167,319,374954
8,1105,2056
2,27,15346696
29,2,396618
26,581,-38259
62,4,4689260
25,61,8338224
62,1105,2064
239,486,72629
89,814,203614
4,134,566557
80,1058,183519
35,1,5092419
2,328,12160
87,225,425442
47,182,114405
13,268,153285
15,1105,2086
15,581,-38233
22,99,-78548
30,3,6473457
15,569,174900
11,1360,22260
156,3,23515807
6,1470,143228
6,588,42429
6,968,308769
6,738,52510
1,268,153310
1,165,2111
30,1105,2111
320,486,72672
61,3,2824516
26,1105,2116
43,30,26382920
7,1470,143243
26,1105,2124
82,1105,2125
8,108,133172
21,380,12217
66,147,23737
104,44,2088703
7,588,42465
20,17,1917291
14,292,445676
214,1105,2156
19,202,425516
19,1105,2161
3,2,9164821
2,268,153361
19,1942,52564
4,102,6705365
13,1105,2168
14,1105,2174
2,437,113055
225,4,6997696
7,32,486017
25,249,445700
23,1105,2182
3,129,254125
24,48,1920205
61,19,3389014
116,4,4126355
98,15,13199795
98,69,6624697
61,23,628597
98,11,6846517
98,18,8953238
50,192,9880598
121,95,254138
88,33,6768758
88,3,10969239
88,72,2310459
88,59,5021980
88,54,4307801
88,51,?
88,42,2866302
88,192,9880602
88,35,8459322
239,3,799911
3,142,1221897
230,569,175017
24,5,2895118
3,1105,2221
161,1105,2225
17,962,308887
59,1105,2228
337,165,2230
123,1208,12311
21,5,1282332
122,24,7854552
122,18,5969532
122,17,4541053
122,18,3328633
311,6,15464894
9,28,4276158
2,11,12321
17,2,17037382
33,355,183692
15,319,22412
337,268,153454
311,1,20856276
187,120,4921242
44,61,395383
18,90,445784
67,14,7824347
2,1208,12348
12,151,527870
14,164,3560518
61,124,448679
29,10,?
2,6,7320362
6,28,15346925
246,79,1060687
85,1360,22447
2,20,18036787
14,1,2402708
11,202,1605010
26,91,4780212
355,347,95896
1,91,4780217
31,1105,2298
4,7,1947679
12,1,1242139
12,1,1070780
1,160,21744801
24,1105,2307
1,1105,2309
66,314,52710
67,17,1142802
37,194,235544
17,7,14285684
37,76,882105
25,271,264345
37,673,357945
80,355,183768
161,1,46057793
28,1208,12415
3,1360,22496
48,1,?
18,1,4639139
57,59,5022119
1,1942,52742
57,14,8741642
5,9,3086822
80,278,173703
2,581,-37972
258,1105,2347
2,66,1554667
173,19,6181391
1,110,627311
56,20,10871411
191,46,2693713
93,40,627314
93,9,1715954
1,1842,82994
10,12,3288436
93,7,4135156
25,1942,52757
2,569,175161
47,814,203904
15,86,7895007
50,194,235587
21,1105,2370
16,414,385411
86,106,496291
41,569,175172
10,1105,2373
47,414,385413
36,106,506375
6,962,309037
34,1,-218000
106,1376,113260
17,1105,2380
20,738,52780
62,1105,2381
6,968,309045
1,292,445906
141,17,699347
10,1105,2388
118,347,95989
141,14,2340890
65,59,697910
189,20,435830
6,546,284572
14,572,163672
32,814,203932
46,1105,2393
8,1470,143514
6,1101,93114
141,50,3772314
141,22,2643355
74,348,2395
29,97,203939
18,86,2361059
1,129,1806660
7,9,3200643
40,38,3842884
26,968,309065
15,486,72965
27,1942,52811
2,120,4921392
14,319,375313
8,1105,2415
30,1470,143535
35,1105,2417
38,437,113298
34,24,4296498
19,271,264443
12,20,3472764
25,11,2582904
62,134,960024
76,338,264447
4,1105,2427
8,124,448827
61,73,123390
52,1470,143551
105,99,244294
28,165,2437
64,12,183879
20,375,214060
27,1208,12520
17,1105,2444
21,314,52844
51,50,597165
5,437,113325
10,65,3479985
1,43,1335825
2,254,536686
5,1842,83086
5,73,408526
36,215,566927
13,252,224148
2,1105,2448
89,58,5435509
5,33,8489809
39,1105,2450
4,437,113332
48,7,5193653
19,1105,2454
9,414,385495
48,237,203996
23,347,96056
48,569,175258
80,382,235678
33,1105,2459
3,7,11957280
52,375,214081
5,63,1010465
4,92,839045
4,1058,183909
29,268,153672
29,10,820332
10,1,?
29,54,4308074
29,79,19026315
29,57,17453835
29,49,15871275
50,28,960076
122,19,7945517
5,11,4598958
320,48,1920498
122,9,5516180
55,1,263060
122,9,3923540
122,9,2058801
122,11,1030641
16,1105,2481
11,319,375381
8,29,1161682
31,57,1890264
33,1470,143608
5,319,22649
4,236,62971
141,187,677851
121,29,284672
67,113,526652
5,1470,143614
141,6,1020574
5,1105,2495
51,581,-37822
1,110,627457
51,86,3392198
51,94,4649378
1,1360,22659
5,53,4326821
34,1105,2503
5,292,446023
32,1470,143623
39,26,2381325
50,215,566985
4,508,176747
17,88,7965708
80,382,235728
48,11,2582990
99,40,627471
22,1470,143633
156,97,204054
34,248,194038
65,228,274619
74,2,10418040
35,164,3560761
13,237,204064
10,2202,63004
43,347,96125
14,16,5244127
1,248,314947
85,1105,2527
50,39,2361187
63,2,1089
8,475,194051
11,801,143652
120,1105,2535
39,25,2834972
47,346,912633
122,437,113437
9,659,42881
6,1208,12645
31,32,1324427
29,23,919848
29,508,176809
130,262,274669
62,2,2584491
15,1842,83211
337,1,4731533
149,6,15263694
311,3,15360175
91,42,5385295
51,659,42898
141,4,1477138
33,62,567059
34,1101,93300
83,90,446101
83,11,4326901
287,1470,143706
287,80,1040827
287,158,516668
320,94,4649469
287,19,20594589
